competition_id,job_name,competition_name,competition_desc,official_url,competition_type,organizer,target_audience,team_mode,frequency,difficulty,cap_tags,skill_tags,award_level
comp_001,项目经理/主管|产品专员/助理|管培生/储备干部,中国国际“互联网+”大学生创新创业大赛,互联网+大赛面向大学生创新创业项目，要求提交商业计划并进行路演答辩，综合考察创新意识、商业模式、团队协作与社会价值，是影响力最大的双创赛事之一。,https://cy.ncss.cn/,创新创业,教育部等部委,本科在校生,团队,每年,高阶,cap_req_innovation|cap_req_teamwork|cap_req_social|cap_req_growth,商业计划|创新思维|团队协作,国家级
comp_002,项目经理/主管|产品专员/助理|管培生/储备干部,“挑战杯”全国大学生课外学术科技作品竞赛,“挑战杯”全国大学生课外学术科技作品竞赛是面向大学生的创新创业竞赛，入选2024年全国普通高校学科竞赛排行榜（综合类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.tiaozhanbei.net/,创新创业,共青团中央、中国科协、教育部,本科在校生,团队,每年,高阶,cap_req_innovation|cap_req_teamwork|cap_req_social|cap_req_growth,科研创新|商业计划|团队协作,国家级
comp_003,项目经理/主管|产品专员/助理|管培生/储备干部,“挑战杯”中国大学生创业计划大赛,“挑战杯”中国大学生创业计划大赛是面向大学生的创新创业竞赛，入选2024年全国普通高校学科竞赛排行榜（综合类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.tiaozhanbei.net/,创新创业,共青团中央、中国科协、教育部,本科在校生,团队,每年,高阶,cap_req_innovation|cap_req_teamwork|cap_req_social|cap_req_growth,科研创新|商业计划|团队协作,国家级
comp_004,Java|C/C++|前端开发|测试工程师|软件测试,ACM-ICPC国际大学生程序设计竞赛,ACM-ICPC 是全球最具影响力的大学生程序设计竞赛，限时完成算法题设计与实现，重点考察数据结构、算法、编码与团队协作能力。,https://icpc.global/,程序设计,ICPC Foundation,本科在校生,团队,每年,进阶,cap_req_theory|cap_req_practice|cap_req_digital|cap_req_growth,算法|数据结构|编程|C++|问题求解,国家级
comp_005,科研人员|统计员|Java|C/C++,全国大学生数学建模竞赛,全国大学生数学建模竞赛要求在有限时间内完成建模、求解与论文撰写，考察数学理论、数据分析、建模思维与团队协作。,http://www.mcm.edu.cn/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_theory|cap_req_cross|cap_req_practice|cap_req_innovation,数学建模|数据分析|MATLAB,国家级
comp_006,C/C++|硬件测试|科研人员|Java,全国大学生电子设计竞赛,全国大学生电子设计竞赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（电子信息类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.nuedcchina.com/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_theory|cap_req_practice|cap_req_digital|cap_req_innovation,嵌入式|电路设计|硬件开发,国家级
comp_007,科研人员,中国大学生医学技术技能大赛,中国大学生医学技术技能大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（医学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,https://www.cmte.org.cn/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_theory|cap_req_practice|cap_req_teamwork|cap_req_social,临床技能|医学理论|实操,国家级
comp_008,C/C++|硬件测试|风电工程师|科研人员,全国大学生机械创新设计大赛,全国大学生机械创新设计大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（其他工学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://11umic.hust.edu.cn/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_practice|cap_req_theory|cap_req_innovation|cap_req_teamwork,机械设计|CAD|创新设计,国家级
comp_009,C/C++|硬件测试|风电工程师|科研人员,全国大学生结构设计竞赛,全国大学生结构设计竞赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（其他工学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.structurecontest.com/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_practice|cap_req_theory|cap_req_innovation|cap_req_teamwork,结构力学|建模|工程设计,国家级
comp_010,内容审核|产品专员/助理,全国大学生广告艺术大赛,全国大学生广告艺术大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（艺术类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.sun-ada.net/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,入门,cap_req_innovation|cap_req_practice|cap_req_cross|cap_req_growth,广告创意|视觉设计|策划,国家级
comp_011,C/C++|硬件测试|科研人员|Java,全国大学生智能汽车竞赛,全国大学生智能汽车竞赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（电子信息类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://smartcar.moocollege.com/datacenter,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_theory|cap_req_practice|cap_req_digital|cap_req_innovation,嵌入式|自动控制|电子,国家级
comp_012,BD经理|商务专员|销售工程师|咨询顾问|项目专员/助理,全国大学生电子商务“创新、创意及创业”挑战赛,三创赛聚焦电子商务领域的创新、创意与创业，含常规赛与实战赛，考察商业策划、电商运营与团队协同能力。,http://www.3chuang.net/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_social|cap_req_theory|cap_req_teamwork|cap_req_innovation,电商运营|商业策划|数据分析,国家级
comp_013,C/C++|硬件测试|风电工程师|科研人员,中国大学生工程实践与创新能力大赛,中国大学生工程实践与创新能力大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（其他工学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.gcxl.edu.cn/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_practice|cap_req_theory|cap_req_innovation|cap_req_teamwork,工程设计|创新|实操,国家级
comp_014,BD经理|商务专员|销售工程师|咨询顾问|项目专员/助理,全国大学生物流设计大赛,全国大学生物流设计大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（经管类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.clpp.org.cn/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_social|cap_req_theory|cap_req_teamwork|cap_req_innovation,供应链|物流规划|数据分析,国家级
comp_015,英语翻译|日语翻译|内容审核,“外研社杯”全国大学生英语大赛-英语演讲赛,“外研社杯”全国大学生英语大赛-英语演讲赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（语言类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://uchallenge.unipus.cn/,学科竞赛,外语教学与研究出版社,本科在校生,个人或团队,每年,入门,cap_req_social|cap_req_cross|cap_req_growth|cap_req_teamwork,英语|口语|写作|翻译|演讲|表达,国家级
comp_016,Java|C/C++|测试工程师|实施工程师|技术支持工程师,全国职业院校技能大赛,全国职业院校技能大赛是面向大学生的职业技能竞赛，入选2024年全国普通高校学科竞赛排行榜（职业技能类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.nvsc.com.cn/,职业技能,教育部,高校及职业院校在校生,团队,每年,入门,cap_req_practice|cap_req_digital|cap_req_growth|cap_req_teamwork,职业技能|实操|工程实践,国家级
comp_017,项目经理/主管|产品专员/助理|管培生/储备干部,全国大学生创新创业训练计划年会展示,全国大学生创新创业训练计划年会展示是面向大学生的创新创业竞赛，入选2024年全国普通高校学科竞赛排行榜（综合类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://gjcxcy.bjtu.edu.cn/Index.aspx,创新创业,教育部等部委/团中央,本科在校生,团队,每年,高阶,cap_req_innovation|cap_req_teamwork|cap_req_social|cap_req_growth,创新思维|项目管理|商业策划,国家级
comp_018,C/C++|科研人员|Java,全国大学生机器人大赛（CURC）,全国大学生机器人大赛（CURC）是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（机器人类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,https://www.robomaster.com/zh-CN,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,高阶,cap_req_practice|cap_req_digital|cap_req_innovation|cap_req_teamwork,机器人|嵌入式|自动控制,国家级
comp_019,Java|C/C++|测试工程师|实施工程师|技术支持工程师,全国大学生机器人大赛-RoboTac,全国大学生机器人大赛-RoboTac是面向大学生的职业技能竞赛，入选2024年全国普通高校学科竞赛排行榜（职业技能类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.robotac.cn/,职业技能,教育部相关教指委/学会,本科在校生,团队,每年,入门,cap_req_practice|cap_req_digital|cap_req_growth|cap_req_teamwork,机器人|嵌入式|自动控制|机械|控制,国家级
comp_020,C/C++|硬件测试|科研人员|Java,“西门子杯”中国智能制造挑战赛,“西门子杯”中国智能制造挑战赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（电子信息类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.siemenscup-cimc.org.cn/,学科竞赛,西门子（中国）有限公司,本科在校生,团队,每年,进阶,cap_req_theory|cap_req_practice|cap_req_digital|cap_req_innovation,智能制造|PLC|自动化,国家级
comp_021,C/C++|硬件测试|风电工程师|科研人员,全国大学生化工设计竞赛,全国大学生化工设计竞赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（其他工学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,https://iche.zju.edu.cn/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_practice|cap_req_theory|cap_req_innovation|cap_req_teamwork,化工设计|流程模拟|实验,国家级
comp_022,C/C++|硬件测试|风电工程师|科研人员,全国大学生先进成图技术与产品信息建模创新大赛,全国大学生先进成图技术与产品信息建模创新大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（其他工学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.chengtudasai.com/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_practice|cap_req_theory|cap_req_innovation|cap_req_teamwork,CAD|工程制图|三维建模,国家级
comp_023,Java|C/C++|前端开发|测试工程师|软件测试,中国大学生计算机设计大赛,中国大学生计算机设计大赛涵盖软件应用、物联网、人工智能等类别，强调作品创新性与完整度，适合锻炼计算机综合应用能力。,https://jsjds.blcu.edu.cn/,程序设计,教育部高等学校计算机类专业教学指导委员会等,本科在校生,团队,每年,进阶,cap_req_theory|cap_req_practice|cap_req_digital|cap_req_growth,编程|计算机基础|系统设计,国家级
comp_024,BD经理|商务专员|销售工程师|咨询顾问|项目专员/助理,全国大学生市场调查与分析大赛,全国大学生市场调查与分析大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（经管类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.china-cssc.org/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_social|cap_req_theory|cap_req_teamwork|cap_req_innovation,市场调研|数据分析|问卷,国家级
comp_025,C/C++|硬件测试|科研人员|Java,中国大学生服务外包创新创业大赛,中国大学生服务外包创新创业大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（电子信息类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.fwwb.org.cn/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_theory|cap_req_practice|cap_req_digital|cap_req_innovation,软件外包|商业|项目管理,国家级
comp_026,内容审核|产品专员/助理,两岸新锐设计竞赛·华灿奖,两岸新锐设计竞赛·华灿奖是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（艺术类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.china-cssc.org/list-52-1.html,学科竞赛,行业学会/高校联盟,本科在校生,团队,每年,入门,cap_req_innovation|cap_req_practice|cap_req_cross|cap_req_growth,设计|创意|视觉表达,国家级
comp_027,Java|C/C++|前端开发|测试工程师|软件测试,中国高校计算机大赛-大数据挑战赛,中国高校计算机大赛-大数据挑战赛是面向大学生的程序设计与算法竞赛，入选2024年全国普通高校学科竞赛排行榜（计算机类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.c4best.cn/,程序设计,教育部高等学校计算机类专业教学指导委员会等,本科在校生,团队,每年,进阶,cap_req_theory|cap_req_practice|cap_req_digital|cap_req_growth,编程|计算机基础|系统设计,国家级
comp_028,Java|C/C++|测试工程师|实施工程师|技术支持工程师,世界技能大赛,世界技能大赛是面向大学生的职业技能竞赛，入选2024年全国普通高校学科竞赛排行榜（职业技能类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,https://worldskills.org/,职业技能,行业学会/高校联盟,本科在校生,团队,每年,入门,cap_req_practice|cap_req_digital|cap_req_growth|cap_req_teamwork,职业技能|实操|工程实践,国家级
comp_029,Java|C/C++|测试工程师|实施工程师|技术支持工程师,世界技能大赛中国选拔赛,世界技能大赛中国选拔赛是面向大学生的职业技能竞赛，入选2024年全国普通高校学科竞赛排行榜（职业技能类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://worldskillschina.mohrss.gov.cn/,职业技能,教育部相关教指委/学会,本科在校生,团队,每年,入门,cap_req_practice|cap_req_digital|cap_req_growth|cap_req_teamwork,职业技能|实操|工程实践,国家级
comp_030,C/C++|科研人员|Java,中国机器人大赛暨RoboCup机器人世界杯中国赛,中国机器人大赛暨RoboCup机器人世界杯中国赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（机器人类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.cnrobocon.net/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,高阶,cap_req_practice|cap_req_digital|cap_req_innovation|cap_req_teamwork,机器人|嵌入式|自动控制,国家级
comp_031,C/C++|硬件测试|科研人员|Java,全国大学生信息安全竞赛,全国大学生信息安全竞赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（电子信息类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.ciscn.cn/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_theory|cap_req_practice|cap_req_digital|cap_req_innovation,网络安全|渗透测试|密码学,国家级
comp_032,科研人员|统计员|Java|C/C++,全国周培源大学生力学竞赛,全国周培源大学生力学竞赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（理学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://zpy.cstam.org.cn/index.aspx,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_theory|cap_req_cross|cap_req_practice|cap_req_innovation,数学|建模|理论分析,国家级
comp_033,C/C++|硬件测试|风电工程师|科研人员,中国大学生机械工程创新创意大赛,中国大学生机械工程创新创意大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（其他工学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://meicc.cmes.org/#blade/competition?id=10,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_practice|cap_req_theory|cap_req_innovation|cap_req_teamwork,机械设计|CAD|创新设计,国家级
comp_034,Java|C/C++|前端开发|测试工程师|软件测试,蓝桥杯全国软件和信息技术专业人才大赛,蓝桥杯涵盖 C/C++/Java/Python 等赛道，兼顾算法、工程实践与信息技术应用，是国内参与面最广的编程类竞赛之一。,https://dasai.lanqiao.cn/,程序设计,工业和信息化部人才交流中心,本科在校生,个人或团队,每年,进阶,cap_req_theory|cap_req_practice|cap_req_digital|cap_req_growth,软件设计|编程|系统开发|算法|Java|C++,国家级
comp_035,C/C++|硬件测试|风电工程师|科研人员,全国大学生金相技能大赛,全国大学生金相技能大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（其他工学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.mse-cn.com/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_practice|cap_req_theory|cap_req_innovation|cap_req_teamwork,工程设计|创新|实操,国家级
comp_036,Java|C/C++|前端开发|测试工程师|软件测试,“中国软件杯”大学生软件设计大赛,中国软件杯由工信部支持，面向大学生软件设计，强调产教融合与工程化开发能力，适合软件工程相关专业学生。,http://www.cnsoftbei.com/,程序设计,教育部高等学校计算机类专业教学指导委员会等,本科在校生,团队,每年,进阶,cap_req_theory|cap_req_practice|cap_req_digital|cap_req_growth,软件设计|编程|系统开发,国家级
comp_037,C/C++|硬件测试|风电工程师|科研人员,全国大学生光电设计竞赛,全国大学生光电设计竞赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（其他工学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://gd.p.moocollege.com/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_practice|cap_req_theory|cap_req_innovation|cap_req_teamwork,光学|电子|物理,国家级
comp_038,内容审核|产品专员/助理,未来设计师·全国高校数字艺术设计大赛,未来设计师·全国高校数字艺术设计大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（艺术类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.ncda.org.cn/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,入门,cap_req_innovation|cap_req_practice|cap_req_cross|cap_req_growth,设计|创意|视觉表达,国家级
comp_039,项目经理/主管|产品专员/助理|管培生/储备干部,中美青年创客大赛,中美青年创客大赛是面向大学生的创新创业竞赛，入选2024年全国普通高校学科竞赛排行榜（综合类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,https://chinaus-maker.cscse.edu.cn/,创新创业,行业学会/高校联盟,本科在校生,团队,每年,高阶,cap_req_innovation|cap_req_teamwork|cap_req_social|cap_req_growth,创新思维|项目管理|商业策划,国家级
comp_040,科研人员|统计员|Java|C/C++,全国大学生地质技能竞赛,全国大学生地质技能竞赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（理学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,https://yuanxi.cugb.edu.cn/competition/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_theory|cap_req_cross|cap_req_practice|cap_req_innovation,数学|建模|理论分析,国家级
comp_041,内容审核|产品专员/助理,米兰设计周--中国高校设计学科师生优秀作品展,米兰设计周--中国高校设计学科师生优秀作品展是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（艺术类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.milan-aap.org.cn/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,入门,cap_req_innovation|cap_req_practice|cap_req_cross|cap_req_growth,设计|创意|视觉表达,国家级
comp_042,C/C++|硬件测试|科研人员|Java,全国大学生集成电路创新创业大赛,全国大学生集成电路创新创业大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（电子信息类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://univ.ciciec.com/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_theory|cap_req_practice|cap_req_digital|cap_req_innovation,芯片设计|Verilog|硬件,国家级
