resource_id,job_name,resource_name,resource_desc,resource_url,resource_type,difficulty,source,skill_tag
BD经理_2,BD经理,销售管理,销售组织、团队管理、客户关系与绩效评价。,https://www.icourse163.org/learn/HZAU-1003244009,视频课程,进阶,中国大学MOOC,销售管理
BD经理_3,BD经理,推销原理与实务,推销流程、网络销售技巧与数字化推销方法。,https://www.icourse163.org/learn/JSJZY-1206744802,视频课程,入门,中国大学MOOC,推销技巧
BD经理_4,BD经理,商务沟通,商务谈判、危机沟通与高效沟通技巧。,https://www.icourse163.org/learn/AHDX-1460887167,视频课程,入门,中国大学MOOC,商务沟通
BD经理_5,BD经理,汽车销售技巧,销售流程、客户异议处理与交车技巧实战。,https://www.icourse163.org/learn/HEPSVE-1002329014,视频课程,入门,中国大学MOOC,销售技巧
BD经理_6,BD经理,网络营销,搜索引擎、新媒体、短视频与直播等网络营销工具。,https://www.icourse163.org/learn/CZU-1206816806,视频课程,进阶,中国大学MOOC,网络营销
BD经理_7,BD经理,营销策划,市场机会分析、定位、产品/价格/渠道/促销策划。,https://www.icourse163.org/learn/NBCC-1001616007,视频课程,进阶,中国大学MOOC,营销策划
BD经理_8,BD经理,沟通技巧,有效沟通是销售岗位核心软技能。,https://www.icourse163.org/learn/THU-1002537002,视频课程,入门,中国大学MOOC,沟通技巧
BD经理_9,BD经理,Office办公软件应用,Excel客户管理、PPT方案制作等日常办公技能。,https://www.icourse163.org/learn/WHU-1002537001,视频课程,入门,中国大学MOOC,Office办公
BD经理_10,BD经理,HubSpot Inbound Sales,HubSpot Academy入站销售免费课程，覆盖销售流程与客户开发。,https://academy.hubspot.com/courses/inbound-sales,文档教程,进阶,HubSpot,Inbound销售
BD经理_11,BD经理,Salesforce Trailhead,Salesforce官方免费学习平台，覆盖CRM与销售技能模块。,https://trailhead.salesforce.com/,文档教程,入门,Salesforce,CRM销售
BD经理_12,BD经理,HubSpot CRM免费教程,HubSpot Academy CRM与销售流程管理免费课程入口。,https://academy.hubspot.com/courses/crm,文档教程,入门,HubSpot,CRM
BD经理_13,BD经理,Google数字营销认证,Google Skillshop数字营销与广告基础学习路径。,https://skillshop.exceedlms.com/student/catalog/list?category_ids=6431-google-ads,文档教程,进阶,Google,数字营销
大客户代表_1,大客户代表,市场营销,市场营销基本理论、环境分析、消费者行为与营销组合策略。,https://www.icourse163.org/learn/ZBVC-1003007001,视频课程,入门,中国大学MOOC,市场营销
大客户代表_2,大客户代表,销售管理,销售组织、团队管理、客户关系与绩效评价。,https://www.icourse163.org/learn/HZAU-1003244009,视频课程,进阶,中国大学MOOC,销售管理
大客户代表_3,大客户代表,推销原理与实务,推销流程、网络销售技巧与数字化推销方法。,https://www.icourse163.org/learn/JSJZY-1206744802,视频课程,入门,中国大学MOOC,推销技巧
大客户代表_4,大客户代表,商务沟通,商务谈判、危机沟通与高效沟通技巧。,https://www.icourse163.org/learn/AHDX-1460887167,视频课程,入门,中国大学MOOC,商务沟通
大客户代表_5,大客户代表,汽车销售技巧,销售流程、客户异议处理与交车技巧实战。,https://www.icourse163.org/learn/HEPSVE-1002329014,视频课程,入门,中国大学MOOC,销售技巧
大客户代表_6,大客户代表,网络营销,搜索引擎、新媒体、短视频与直播等网络营销工具。,https://www.icourse163.org/learn/CZU-1206816806,视频课程,进阶,中国大学MOOC,网络营销
大客户代表_7,大客户代表,营销策划,市场机会分析、定位、产品/价格/渠道/促销策划。,https://www.icourse163.org/learn/NBCC-1001616007,视频课程,进阶,中国大学MOOC,营销策划
大客户代表_8,大客户代表,沟通技巧,有效沟通是销售岗位核心软技能。,https://www.icourse163.org/learn/THU-1002537002,视频课程,入门,中国大学MOOC,沟通技巧
大客户代表_9,大客户代表,Office办公软件应用,Excel客户管理、PPT方案制作等日常办公技能。,https://www.icourse163.org/learn/WHU-1002537001,视频课程,入门,中国大学MOOC,Office办公
大客户代表_10,大客户代表,HubSpot Inbound Sales,HubSpot Academy入站销售免费课程，覆盖销售流程与客户开发。,https://academy.hubspot.com/courses/inbound-sales,文档教程,进阶,HubSpot,Inbound销售
大客户代表_11,大客户代表,Salesforce Trailhead,Salesforce官方免费学习平台，覆盖CRM与销售技能模块。,https://trailhead.salesforce.com/,文档教程,入门,Salesforce,CRM销售
大客户代表_12,大客户代表,HubSpot CRM免费教程,HubSpot Academy CRM与销售流程管理免费课程入口。,https://academy.hubspot.com/courses/crm,文档教程,入门,HubSpot,CRM
大客户代表_13,大客户代表,Google数字营销认证,Google Skillshop数字营销与广告基础学习路径。,https://skillshop.exceedlms.com/student/catalog/list?category_ids=6431-google-ads,文档教程,进阶,Google,数字营销
广告销售_1,广告销售,市场营销,市场营销基本理论、环境分析、消费者行为与营销组合策略。,https://www.icourse163.org/learn/ZBVC-1003007001,视频课程,入门,中国大学MOOC,市场营销
广告销售_2,广告销售,销售管理,销售组织、团队管理、客户关系与绩效评价。,https://www.icourse163.org/learn/HZAU-1003244009,视频课程,进阶,中国大学MOOC,销售管理
广告销售_3,广告销售,推销原理与实务,推销流程、网络销售技巧与数字化推销方法。,https://www.icourse163.org/learn/JSJZY-1206744802,视频课程,入门,中国大学MOOC,推销技巧
广告销售_4,广告销售,商务沟通,商务谈判、危机沟通与高效沟通技巧。,https://www.icourse163.org/learn/AHDX-1460887167,视频课程,入门,中国大学MOOC,商务沟通
广告销售_5,广告销售,汽车销售技巧,销售流程、客户异议处理与交车技巧实战。,https://www.icourse163.org/learn/HEPSVE-1002329014,视频课程,入门,中国大学MOOC,销售技巧
广告销售_6,广告销售,网络营销,搜索引擎、新媒体、短视频与直播等网络营销工具。,https://www.icourse163.org/learn/CZU-1206816806,视频课程,进阶,中国大学MOOC,网络营销
广告销售_7,广告销售,营销策划,市场机会分析、定位、产品/价格/渠道/促销策划。,https://www.icourse163.org/learn/NBCC-1001616007,视频课程,进阶,中国大学MOOC,营销策划
广告销售_8,广告销售,沟通技巧,有效沟通是销售岗位核心软技能。,https://www.icourse163.org/learn/THU-1002537002,视频课程,入门,中国大学MOOC,沟通技巧
广告销售_9,广告销售,Office办公软件应用,Excel客户管理、PPT方案制作等日常办公技能。,https://www.icourse163.org/learn/WHU-1002537001,视频课程,入门,中国大学MOOC,Office办公
广告销售_10,广告销售,HubSpot Inbound Sales,HubSpot Academy入站销售免费课程，覆盖销售流程与客户开发。,https://academy.hubspot.com/courses/inbound-sales,文档教程,进阶,HubSpot,Inbound销售
广告销售_11,广告销售,Salesforce Trailhead,Salesforce官方免费学习平台，覆盖CRM与销售技能模块。,https://trailhead.salesforce.com/,文档教程,入门,Salesforce,CRM销售
广告销售_12,广告销售,HubSpot CRM免费教程,HubSpot Academy CRM与销售流程管理免费课程入口。,https://academy.hubspot.com/courses/crm,文档教程,入门,HubSpot,CRM
广告销售_13,广告销售,Google数字营销认证,Google Skillshop数字营销与广告基础学习路径。,https://skillshop.exceedlms.com/student/catalog/list?category_ids=6431-google-ads,文档教程,进阶,Google,数字营销
电话销售_1,电话销售,市场营销,市场营销基本理论、环境分析、消费者行为与营销组合策略。,https://www.icourse163.org/learn/ZBVC-1003007001,视频课程,入门,中国大学MOOC,市场营销
电话销售_2,电话销售,销售管理,销售组织、团队管理、客户关系与绩效评价。,https://www.icourse163.org/learn/HZAU-1003244009,视频课程,进阶,中国大学MOOC,销售管理
电话销售_3,电话销售,推销原理与实务,推销流程、网络销售技巧与数字化推销方法。,https://www.icourse163.org/learn/JSJZY-1206744802,视频课程,入门,中国大学MOOC,推销技巧
电话销售_4,电话销售,商务沟通,商务谈判、危机沟通与高效沟通技巧。,https://www.icourse163.org/learn/AHDX-1460887167,视频课程,入门,中国大学MOOC,商务沟通
电话销售_5,电话销售,汽车销售技巧,销售流程、客户异议处理与交车技巧实战。,https://www.icourse163.org/learn/HEPSVE-1002329014,视频课程,入门,中国大学MOOC,销售技巧
电话销售_6,电话销售,网络营销,搜索引擎、新媒体、短视频与直播等网络营销工具。,https://www.icourse163.org/learn/CZU-1206816806,视频课程,进阶,中国大学MOOC,网络营销
电话销售_7,电话销售,营销策划,市场机会分析、定位、产品/价格/渠道/促销策划。,https://www.icourse163.org/learn/NBCC-1001616007,视频课程,进阶,中国大学MOOC,营销策划
电话销售_8,电话销售,沟通技巧,有效沟通是销售岗位核心软技能。,https://www.icourse163.org/learn/THU-1002537002,视频课程,入门,中国大学MOOC,沟通技巧
电话销售_9,电话销售,Office办公软件应用,Excel客户管理、PPT方案制作等日常办公技能。,https://www.icourse163.org/learn/WHU-1002537001,视频课程,入门,中国大学MOOC,Office办公
电话销售_10,电话销售,HubSpot Inbound Sales,HubSpot Academy入站销售免费课程，覆盖销售流程与客户开发。,https://academy.hubspot.com/courses/inbound-sales,文档教程,进阶,HubSpot,Inbound销售
电话销售_11,电话销售,Salesforce Trailhead,Salesforce官方免费学习平台，覆盖CRM与销售技能模块。,https://trailhead.salesforce.com/,文档教程,入门,Salesforce,CRM销售
电话销售_12,电话销售,HubSpot CRM免费教程,HubSpot Academy CRM与销售流程管理免费课程入口。,https://academy.hubspot.com/courses/crm,文档教程,入门,HubSpot,CRM
电话销售_13,电话销售,Google数字营销认证,Google Skillshop数字营销与广告基础学习路径。,https://skillshop.exceedlms.com/student/catalog/list?category_ids=6431-google-ads,文档教程,进阶,Google,数字营销
网络销售_1,网络销售,市场营销,市场营销基本理论、环境分析、消费者行为与营销组合策略。,https://www.icourse163.org/learn/ZBVC-1003007001,视频课程,入门,中国大学MOOC,市场营销
网络销售_2,网络销售,销售管理,销售组织、团队管理、客户关系与绩效评价。,https://www.icourse163.org/learn/HZAU-1003244009,视频课程,进阶,中国大学MOOC,销售管理
网络销售_3,网络销售,推销原理与实务,推销流程、网络销售技巧与数字化推销方法。,https://www.icourse163.org/learn/JSJZY-1206744802,视频课程,入门,中国大学MOOC,推销技巧
网络销售_4,网络销售,商务沟通,商务谈判、危机沟通与高效沟通技巧。,https://www.icourse163.org/learn/AHDX-1460887167,视频课程,入门,中国大学MOOC,商务沟通
网络销售_5,网络销售,汽车销售技巧,销售流程、客户异议处理与交车技巧实战。,https://www.icourse163.org/learn/HEPSVE-1002329014,视频课程,入门,中国大学MOOC,销售技巧
网络销售_6,网络销售,网络营销,搜索引擎、新媒体、短视频与直播等网络营销工具。,https://www.icourse163.org/learn/CZU-1206816806,视频课程,进阶,中国大学MOOC,网络营销
网络销售_7,网络销售,营销策划,市场机会分析、定位、产品/价格/渠道/促销策划。,https://www.icourse163.org/learn/NBCC-1001616007,视频课程,进阶,中国大学MOOC,营销策划
网络销售_8,网络销售,沟通技巧,有效沟通是销售岗位核心软技能。,https://www.icourse163.org/learn/THU-1002537002,视频课程,入门,中国大学MOOC,沟通技巧
网络销售_9,网络销售,Office办公软件应用,Excel客户管理、PPT方案制作等日常办公技能。,https://www.icourse163.org/learn/WHU-1002537001,视频课程,入门,中国大学MOOC,Office办公
网络销售_10,网络销售,HubSpot Inbound Sales,HubSpot Academy入站销售免费课程，覆盖销售流程与客户开发。,https://academy.hubspot.com/courses/inbound-sales,文档教程,进阶,HubSpot,Inbound销售
网络销售_11,网络销售,Salesforce Trailhead,Salesforce官方免费学习平台，覆盖CRM与销售技能模块。,https://trailhead.salesforce.com/,文档教程,入门,Salesforce,CRM销售
网络销售_12,网络销售,HubSpot CRM免费教程,HubSpot Academy CRM与销售流程管理免费课程入口。,https://academy.hubspot.com/courses/crm,文档教程,入门,HubSpot,CRM
网络销售_13,网络销售,Google数字营销认证,Google Skillshop数字营销与广告基础学习路径。,https://skillshop.exceedlms.com/student/catalog/list?category_ids=6431-google-ads,文档教程,进阶,Google,数字营销
销售助理_1,销售助理,市场营销,市场营销基本理论、环境分析、消费者行为与营销组合策略。,https://www.icourse163.org/learn/ZBVC-1003007001,视频课程,入门,中国大学MOOC,市场营销
销售助理_2,销售助理,销售管理,销售组织、团队管理、客户关系与绩效评价。,https://www.icourse163.org/learn/HZAU-1003244009,视频课程,进阶,中国大学MOOC,销售管理
销售助理_3,销售助理,推销原理与实务,推销流程、网络销售技巧与数字化推销方法。,https://www.icourse163.org/learn/JSJZY-1206744802,视频课程,入门,中国大学MOOC,推销技巧
销售助理_4,销售助理,商务沟通,商务谈判、危机沟通与高效沟通技巧。,https://www.icourse163.org/learn/AHDX-1460887167,视频课程,入门,中国大学MOOC,商务沟通
销售助理_5,销售助理,汽车销售技巧,销售流程、客户异议处理与交车技巧实战。,https://www.icourse163.org/learn/HEPSVE-1002329014,视频课程,入门,中国大学MOOC,销售技巧
销售助理_6,销售助理,网络营销,搜索引擎、新媒体、短视频与直播等网络营销工具。,https://www.icourse163.org/learn/CZU-1206816806,视频课程,进阶,中国大学MOOC,网络营销
销售助理_7,销售助理,营销策划,市场机会分析、定位、产品/价格/渠道/促销策划。,https://www.icourse163.org/learn/NBCC-1001616007,视频课程,进阶,中国大学MOOC,营销策划
销售助理_8,销售助理,沟通技巧,有效沟通是销售岗位核心软技能。,https://www.icourse163.org/learn/THU-1002537002,视频课程,入门,中国大学MOOC,沟通技巧
销售助理_9,销售助理,Office办公软件应用,Excel客户管理、PPT方案制作等日常办公技能。,https://www.icourse163.org/learn/WHU-1002537001,视频课程,入门,中国大学MOOC,Office办公
销售助理_10,销售助理,HubSpot Inbound Sales,HubSpot Academy入站销售免费课程，覆盖销售流程与客户开发。,https://academy.hubspot.com/courses/inbound-sales,文档教程,进阶,HubSpot,Inbound销售
销售助理_11,销售助理,Salesforce Trailhead,Salesforce官方免费学习平台，覆盖CRM与销售技能模块。,https://trailhead.salesforce.com/,文档教程,入门,Salesforce,CRM销售
销售助理_12,销售助理,HubSpot CRM免费教程,HubSpot Academy CRM与销售流程管理免费课程入口。,https://academy.hubspot.com/courses/crm,文档教程,入门,HubSpot,CRM
销售助理_13,销售助理,Google数字营销认证,Google Skillshop数字营销与广告基础学习路径。,https://skillshop.exceedlms.com/student/catalog/list?category_ids=6431-google-ads,文档教程,进阶,Google,数字营销
销售工程师_1,销售工程师,市场营销,市场营销基本理论、环境分析、消费者行为与营销组合策略。,https://www.icourse163.org/learn/ZBVC-1003007001,视频课程,入门,中国大学MOOC,市场营销
销售工程师_2,销售工程师,销售管理,销售组织、团队管理、客户关系与绩效评价。,https://www.icourse163.org/learn/HZAU-1003244009,视频课程,进阶,中国大学MOOC,销售管理
销售工程师_3,销售工程师,推销原理与实务,推销流程、网络销售技巧与数字化推销方法。,https://www.icourse163.org/learn/JSJZY-1206744802,视频课程,入门,中国大学MOOC,推销技巧
销售工程师_4,销售工程师,商务沟通,商务谈判、危机沟通与高效沟通技巧。,https://www.icourse163.org/learn/AHDX-1460887167,视频课程,入门,中国大学MOOC,商务沟通
销售工程师_5,销售工程师,汽车销售技巧,销售流程、客户异议处理与交车技巧实战。,https://www.icourse163.org/learn/HEPSVE-1002329014,视频课程,入门,中国大学MOOC,销售技巧
销售工程师_6,销售工程师,网络营销,搜索引擎、新媒体、短视频与直播等网络营销工具。,https://www.icourse163.org/learn/CZU-1206816806,视频课程,进阶,中国大学MOOC,网络营销
销售工程师_7,销售工程师,营销策划,市场机会分析、定位、产品/价格/渠道/促销策划。,https://www.icourse163.org/learn/NBCC-1001616007,视频课程,进阶,中国大学MOOC,营销策划
销售工程师_8,销售工程师,沟通技巧,有效沟通是销售岗位核心软技能。,https://www.icourse163.org/learn/THU-1002537002,视频课程,入门,中国大学MOOC,沟通技巧
销售工程师_9,销售工程师,Office办公软件应用,Excel客户管理、PPT方案制作等日常办公技能。,https://www.icourse163.org/learn/WHU-1002537001,视频课程,入门,中国大学MOOC,Office办公
销售工程师_10,销售工程师,HubSpot Inbound Sales,HubSpot Academy入站销售免费课程，覆盖销售流程与客户开发。,https://academy.hubspot.com/courses/inbound-sales,文档教程,进阶,HubSpot,Inbound销售
销售工程师_11,销售工程师,Salesforce Trailhead,Salesforce官方免费学习平台，覆盖CRM与销售技能模块。,https://trailhead.salesforce.com/,文档教程,入门,Salesforce,CRM销售
销售工程师_12,销售工程师,HubSpot CRM免费教程,HubSpot Academy CRM与销售流程管理免费课程入口。,https://academy.hubspot.com/courses/crm,文档教程,入门,HubSpot,CRM
销售工程师_13,销售工程师,Google数字营销认证,Google Skillshop数字营销与广告基础学习路径。,https://skillshop.exceedlms.com/student/catalog/list?category_ids=6431-google-ads,文档教程,进阶,Google,数字营销
储备干部_1,储备干部,管理学原理,管理学基本理论、组织行为与决策方法，管理岗位入门。,https://www.icourse163.org/learn/BIT-1002537001,视频课程,入门,中国大学MOOC,管理学
储备干部_2,储备干部,人力资源管理,选人用人育人留人，理解企业人才管理核心模块。,https://www.icourse163.org/learn/USTB-1206417815,视频课程,入门,中国大学MOOC,人力资源管理
储备干部_3,储备干部,市场营销,理解市场环境与营销战略，培养商业思维。,https://www.icourse163.org/learn/ZBVC-1003007001,视频课程,入门,中国大学MOOC,市场营销
储备干部_4,储备干部,项目管理,系统掌握项目计划、进度控制与团队管理。,https://www.icourse163.org/learn/NWPU-1003729004,视频课程,进阶,中国大学MOOC,项目管理
储备干部_5,储备干部,沟通技巧,管理者必备的高效沟通与协调能力。,https://www.icourse163.org/learn/THU-1002537002,视频课程,入门,中国大学MOOC,沟通技巧
储备干部_6,储备干部,商务沟通,商务谈判与跨部门协作沟通技巧。,https://www.icourse163.org/learn/AHDX-1460887167,视频课程,入门,中国大学MOOC,商务沟通
储备干部_7,储备干部,Office办公软件应用,Excel数据分析与PPT汇报等办公技能。,https://www.icourse163.org/learn/WHU-1002537001,视频课程,入门,中国大学MOOC,Office办公
储备干部_8,储备干部,统计学,数据分析与决策支持的统计基础。,https://www.icourse163.org/learn/RUC-1002537001,视频课程,进阶,中国大学MOOC,统计学
储备干部_9,储备干部,财务分析与决策,非财务人员需理解的财务报表与经营分析。,https://www.icourse163.org/learn/TONGJI-46008,视频课程,进阶,中国大学MOOC,财务分析
储备干部_10,储备干部,edX管理学课程,edX平台管理学免费课程集合，培养领导力与团队管理思维。,https://www.edx.org/learn/management,文档教程,进阶,edX,管理技能
储备干部_11,储备干部,Learning How to Learn,Coursera经典学习科学课程，提升学习效率与知识吸收能力。,https://www.coursera.org/learn/learning-how-to-learn,视频课程,入门,Coursera,学习方法
储备干部_12,储备干部,Pro Git第二版（中文版）,团队协作与文档版本管理基础。,https://git-scm.com/book/zh/v2,文档教程,入门,Git官方,Git版本控制
储备干部_13,储备干部,Atlassian Agile入门,Atlassian敏捷开发入门，理解现代团队协作方式。,https://www.atlassian.com/agile,文档教程,入门,Atlassian,敏捷管理
储备经理人_1,储备经理人,管理学原理,管理学基本理论、组织行为与决策方法，管理岗位入门。,https://www.icourse163.org/learn/BIT-1002537001,视频课程,入门,中国大学MOOC,管理学
储备经理人_2,储备经理人,人力资源管理,选人用人育人留人，理解企业人才管理核心模块。,https://www.icourse163.org/learn/USTB-1206417815,视频课程,入门,中国大学MOOC,人力资源管理
储备经理人_3,储备经理人,市场营销,理解市场环境与营销战略，培养商业思维。,https://www.icourse163.org/learn/ZBVC-1003007001,视频课程,入门,中国大学MOOC,市场营销
储备经理人_4,储备经理人,项目管理,系统掌握项目计划、进度控制与团队管理。,https://www.icourse163.org/learn/NWPU-1003729004,视频课程,进阶,中国大学MOOC,项目管理
储备经理人_5,储备经理人,沟通技巧,管理者必备的高效沟通与协调能力。,https://www.icourse163.org/learn/THU-1002537002,视频课程,入门,中国大学MOOC,沟通技巧
储备经理人_6,储备经理人,商务沟通,商务谈判与跨部门协作沟通技巧。,https://www.icourse163.org/learn/AHDX-1460887167,视频课程,入门,中国大学MOOC,商务沟通
储备经理人_7,储备经理人,Office办公软件应用,Excel数据分析与PPT汇报等办公技能。,https://www.icourse163.org/learn/WHU-1002537001,视频课程,入门,中国大学MOOC,Office办公
储备经理人_8,储备经理人,统计学,数据分析与决策支持的统计基础。,https://www.icourse163.org/learn/RUC-1002537001,视频课程,进阶,中国大学MOOC,统计学
储备经理人_9,储备经理人,财务分析与决策,非财务人员需理解的财务报表与经营分析。,https://www.icourse163.org/learn/TONGJI-46008,视频课程,进阶,中国大学MOOC,财务分析
储备经理人_10,储备经理人,edX管理学课程,edX平台管理学免费课程集合，培养领导力与团队管理思维。,https://www.edx.org/learn/management,文档教程,进阶,edX,管理技能
储备经理人_11,储备经理人,Learning How to Learn,Coursera经典学习科学课程，提升学习效率与知识吸收能力。,https://www.coursera.org/learn/learning-how-to-learn,视频课程,入门,Coursera,学习方法
储备经理人_12,储备经理人,Pro Git第二版（中文版）,团队协作与文档版本管理基础。,https://git-scm.com/book/zh/v2,文档教程,入门,Git官方,Git版本控制
储备经理人_13,储备经理人,Atlassian Agile入门,Atlassian敏捷开发入门，理解现代团队协作方式。,https://www.atlassian.com/agile,文档教程,入门,Atlassian,敏捷管理
管培生_储备干部_1,管培生/储备干部,管理学原理,管理学基本理论、组织行为与决策方法，管理岗位入门。,https://www.icourse163.org/learn/BIT-1002537001,视频课程,入门,中国大学MOOC,管理学
管培生_储备干部_2,管培生/储备干部,人力资源管理,选人用人育人留人，理解企业人才管理核心模块。,https://www.icourse163.org/learn/USTB-1206417815,视频课程,入门,中国大学MOOC,人力资源管理
管培生_储备干部_3,管培生/储备干部,市场营销,理解市场环境与营销战略，培养商业思维。,https://www.icourse163.org/learn/ZBVC-1003007001,视频课程,入门,中国大学MOOC,市场营销
管培生_储备干部_4,管培生/储备干部,项目管理,系统掌握项目计划、进度控制与团队管理。,https://www.icourse163.org/learn/NWPU-1003729004,视频课程,进阶,中国大学MOOC,项目管理
管培生_储备干部_5,管培生/储备干部,沟通技巧,管理者必备的高效沟通与协调能力。,https://www.icourse163.org/learn/THU-1002537002,视频课程,入门,中国大学MOOC,沟通技巧
